country,city,address,phone_store,firstname_customer,lastname_customer,email_customer,film,film_description,release_year
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"TELEMARK HEARTBREAKERS","A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"SUN CONFESSIONS","A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"AUTUMN CROW","A Beautiful Tale of a Dentist And a Mad Cow who must Battle a Moose in The Sahara Desert",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"REDEMPTION COMFORTS","A Emotional Documentary of a Dentist And a Woman who must Battle a Mad Scientist in Ancient China",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"DARKO DORADO","A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"TIMBERLAND SKY","A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"MURDER ANTITRUST","A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"VOYAGE LEGALLY","A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"POCUS PULP","A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"BEVERLY OUTLAW","A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"AIRPLANE SIERRA","A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"GLEAMING JAWBREAKER","A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"LION UNCUT","A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"BEAST HUNCHBACK","A Awe-Inspiring Epistle of a Student And a Squirrel who must Defeat a Boy in Ancient China",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"PHILADELPHIA WIFE","A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"DOORS PRESIDENT","A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"EMPIRE MALKOVICH","A Amazing Story of a Feminist And a Cat who must Face a Car in An Abandoned Fun House",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"SUN CONFESSIONS","A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"FOOL MOCKINGBIRD","A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"ALONE TRIP","A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"GREATEST NORTH","A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"SHOW LORD","A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"SEATTLE EXPECATIONS","A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"LADY STAGE","A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"MICROCOSMOS PARADISE","A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"PAST SUICIDES","A Intrepid Tale of a Madman And a Astronaut who must Challenge a Hunter in A Monastery",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"WASH HEAVENLY","A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"SAGEBRUSH CLUELESS","A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"FREDDY STORM","A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"NIGHTMARE CHILL","A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"KWAI HOMEWARD","A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"RULES HUMAN","A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"JUGGLER HARDLY","A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"MOD SECRETARY","A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"HEDWIG ALTER","A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"MINDS TRUMAN","A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"HORN WORKING","A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"SUPER WYOMING","A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"MAUDE MOD","A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"ALADDIN CALENDAR","A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"CHAMPION FLATLINERS","A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"ATLANTIS CAUSE","A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"BUNCH MINDS","A Emotional Story of a Feminist And a Feminist who must Escape a Pastry Chef in A MySQL Convention",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"MISSION ZOOLANDER","A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"WORDS HUNTER","A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention",2006
Colombia,Sogamoso,"656 Matamoros Drive",17305839123,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,"OPERATION OPERATION","A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China",2006
